Nº  EXPEDIENTE;FECHA;HORA;CALLE;NÚMERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOLÓGICO;TIPO VEHÍCULO;TIPO PERSONA;RANGO DE EDAD;SEXO;LESIVIDAD*
2021S001997;12/02/2021;19:40;CALL. SAGITARIO;2;MONCLOA-ARAVACA;Colisión lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S001987;12/02/2021;19:30;AUTOV. M-30, +01100I;-;ARGANZUELA;Atropello a persona;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;02
2021S001987;12/02/2021;19:30;AUTOV. M-30, +01100I;-;ARGANZUELA;Atropello a persona;Despejado;Turismo;Pasajero;DE 35 A 39 AÑOS;Hombre;02
2021S001987;12/02/2021;19:30;AUTOV. M-30, +01100I;-;ARGANZUELA;Atropello a persona;Despejado;Todo terreno;Conductor;DE 40 A 44 AÑOS;Hombre;14
2021S001987;12/02/2021;19:30;AUTOV. M-30, +01100I;-;ARGANZUELA;Atropello a persona;Despejado;Todo terreno;Pasajero;DE 40 A 44 AÑOS;Mujer;14
2021S001987;12/02/2021;19:30;AUTOV. M-30, +01100I;-;ARGANZUELA;Atropello a persona;Despejado;Todo terreno;Peatón;DE 21 A 24 AÑOS;Hombre;03
2021S001987;12/02/2021;19:30;AUTOV. M-30, +01100I;-;ARGANZUELA;Atropello a persona;Despejado;Furgoneta;Conductor;DE 30 A 34 AÑOS;Hombre;14
2021S001987;12/02/2021;19:30;AUTOV. M-30, +01100I;-;ARGANZUELA;Atropello a persona;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;02
2021S002048;12/02/2021;19:30;CALL. FRANCISCO DEL PINO / AVDA. ANDALUCIA;-;VILLAVERDE;Alcance;Despejado;Furgoneta;Conductor;DE 45 A 49 AÑOS;Hombre;
2021S002048;12/02/2021;19:30;CALL. FRANCISCO DEL PINO / AVDA. ANDALUCIA;-;VILLAVERDE;Alcance;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;
2021S002046;12/02/2021;18:40;AUTOV. M-30, +02800I;-;FUENCARRAL-EL PARDO;Colisión lateral;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Mujer;14
2021S002046;12/02/2021;18:40;AUTOV. M-30, +02800I;-;FUENCARRAL-EL PARDO;Colisión lateral;Despejado;Turismo;Pasajero;DE 21 A 24 AÑOS;Mujer;14
2021S002046;12/02/2021;18:40;AUTOV. M-30, +02800I;-;FUENCARRAL-EL PARDO;Colisión lateral;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;14
2021S002046;12/02/2021;18:40;AUTOV. M-30, +02800I;-;FUENCARRAL-EL PARDO;Colisión lateral;Despejado;Turismo;Pasajero;DE 18 A 20 AÑOS;Mujer;07
2021S001988;12/02/2021;17:40;CALL. PIO FELIPE / CALL. JOSE PAULETE;-;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;14
2021S001988;12/02/2021;17:40;CALL. PIO FELIPE / CALL. JOSE PAULETE;-;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;07
2021S001983;12/02/2021;17:30;CALL. ISIDRO DOMPABLO;2;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Furgoneta;Conductor;DE 55 A 59 AÑOS;Hombre;
2021S001983;12/02/2021;17:30;CALL. ISIDRO DOMPABLO;2;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S001989;12/02/2021;16:55;CALL. ENCARNACION OVIOL / CALL. ANDREA JORDAN;-;VILLAVERDE;Atropello a persona;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14
2021S001989;12/02/2021;16:55;CALL. ENCARNACION OVIOL / CALL. ANDREA JORDAN;-;VILLAVERDE;Atropello a persona;Despejado;Turismo;Peatón;DE 6 A 9 AÑOS;Hombre;07
2021S001995;12/02/2021;15:45;AUTOV. M-30, TUNEL 14XL86;-;USERA;Alcance;;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;
2021S001995;12/02/2021;15:45;AUTOV. M-30, TUNEL 14XL86;-;USERA;Alcance;;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2021S001984;12/02/2021;15:40;CALL. JUAN BRAVO / CALL. LAGASCA;-;SALAMANCA;Colisión lateral;;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;
2021S001984;12/02/2021;15:40;CALL. JUAN BRAVO / CALL. LAGASCA;-;SALAMANCA;Colisión lateral;;Motocicleta > 125cc;Conductor;DE 25 A 29 AÑOS;Mujer;
2021S001980;12/02/2021;15:10;CALL. CARTAGENA / CALL. FRANCISCO SILVELA;-;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14
2021S001980;12/02/2021;15:10;CALL. CARTAGENA / CALL. FRANCISCO SILVELA;-;SALAMANCA;Colisión lateral;Despejado;Motocicleta > 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;07
2021S002480;12/02/2021;15:05;CALL. TOLOSA / CALL. GUETARIA;-;USERA;Alcance;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;14
2021S002480;12/02/2021;15:05;CALL. TOLOSA / CALL. GUETARIA;-;USERA;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14
2021S002480;12/02/2021;15:05;CALL. TOLOSA / CALL. GUETARIA;-;USERA;Alcance;Despejado;Turismo;Pasajero;DE 40 A 44 AÑOS;Mujer;07
2021S001979;12/02/2021;15:00;CALL. BEATRIZ DE BOBADILLA;13;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Otros vehículos con motor;Conductor;DE 30 A 34 AÑOS;Hombre;07
2021S001979;12/02/2021;15:00;CALL. BEATRIZ DE BOBADILLA;13;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Mujer;14
2021S001978;12/02/2021;14:35;AVDA. RAFAEL ALBERTI / CALL. EXTREMEÑOS;-;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14
2021S001978;12/02/2021;14:35;AVDA. RAFAEL ALBERTI / CALL. EXTREMEÑOS;-;PUENTE DE VALLECAS;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;DE 40 A 44 AÑOS;Mujer;07
2021S002026;12/02/2021;14:00;CALL. GENERAL RICARDOS / CALL. OCA;-;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;
2021S002026;12/02/2021;14:00;CALL. GENERAL RICARDOS / CALL. OCA;-;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 30 A 34 AÑOS;Hombre;
2021S002026;12/02/2021;14:00;CALL. GENERAL RICARDOS / CALL. OCA;-;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;
2021S001974;12/02/2021;13:35;GTA. GENERAL ALVAREZ DE CASTRO;1;CHAMBERÍ;Colisión lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;14
2021S001974;12/02/2021;13:35;GTA. GENERAL ALVAREZ DE CASTRO;1;CHAMBERÍ;Colisión lateral;Despejado;VMU eléctrico;Conductor;DE 30 A 34 AÑOS;Hombre;07
2021S001972;12/02/2021;13:15;CALL. BARCO;25;CENTRO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;
2021S001972;12/02/2021;13:15;CALL. BARCO;25;CENTRO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;
2021S001976;12/02/2021;13:15;CALL. BURGOS / CALL. BERRUGUETE;-;TETUÁN;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;
2021S001976;12/02/2021;13:15;CALL. BURGOS / CALL. BERRUGUETE;-;TETUÁN;Colisión fronto-lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S002039;12/02/2021;13:15;CALL. MENDEZ ALVARO / AVDA. PLANETARIO;-;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;07
2021S002039;12/02/2021;13:15;CALL. MENDEZ ALVARO / AVDA. PLANETARIO;-;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14
2021S001975;12/02/2021;13:01;CALL. CALATRAVA / CALL. AGUILA;-;CENTRO;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;DE 21 A 24 AÑOS;Hombre;02
2021S001975;12/02/2021;13:01;CALL. CALATRAVA / CALL. AGUILA;-;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14
2021S001973;12/02/2021;12:40;CALL. SAN FELIPE;7;TETUÁN;Choque contra obstáculo fijo;Despejado;Camión rígido;Conductor;DE 40 A 44 AÑOS;Hombre;
2021S001973;12/02/2021;12:40;CALL. SAN FELIPE;7;TETUÁN;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S001973;12/02/2021;12:40;CALL. SAN FELIPE;7;TETUÁN;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S001967;12/02/2021;11:40;AVDA. DEMOCRACIA / BULEV. JOSE PRAT;-;VICÁLVARO;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;
2021S001967;12/02/2021;11:40;AVDA. DEMOCRACIA / BULEV. JOSE PRAT;-;VICÁLVARO;Alcance;Despejado;Turismo;Pasajero;DE 21 A 24 AÑOS;Hombre;
2021S001967;12/02/2021;11:40;AVDA. DEMOCRACIA / BULEV. JOSE PRAT;-;VICÁLVARO;Alcance;Despejado;Turismo;Conductor;DE 18 A 20 AÑOS;Mujer;
2021S002032;12/02/2021;11:15;CALL. ACONCAGUA / CALL. AYACUCHO;-;HORTALEZA;Atropello a animal;Despejado;Motocicleta > 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;06
2021S001968;12/02/2021;11:10;CALL. VIA CARPETANA;71;CARABANCHEL;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14
2021S001968;12/02/2021;11:10;CALL. VIA CARPETANA;71;CARABANCHEL;Alcance;Despejado;Turismo;Pasajero;DE 70 A 74 AÑOS;Hombre;07
2021S001968;12/02/2021;11:10;CALL. VIA CARPETANA;71;CARABANCHEL;Alcance;Despejado;Turismo;Pasajero;DE 40 A 44 AÑOS;Hombre;07
2021S001968;12/02/2021;11:10;CALL. VIA CARPETANA;71;CARABANCHEL;Alcance;Despejado;Furgoneta;Conductor;DE 21 A 24 AÑOS;Hombre;14
2021S001968;12/02/2021;11:10;CALL. VIA CARPETANA;71;CARABANCHEL;Alcance;Despejado;Furgoneta;Pasajero;DE 18 A 20 AÑOS;Hombre;14
2021S001968;12/02/2021;11:10;CALL. VIA CARPETANA;71;CARABANCHEL;Alcance;Despejado;Furgoneta;Pasajero;DE 15 A 17 AÑOS;Hombre;14
2021S002031;12/02/2021;10:30;CALL. MAESTRA JUSTA FREIRE / CALL. GANDO;-;LATINA;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;14
2021S002031;12/02/2021;10:30;CALL. MAESTRA JUSTA FREIRE / CALL. GANDO;-;LATINA;Alcance;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14
2021S002031;12/02/2021;10:30;CALL. MAESTRA JUSTA FREIRE / CALL. GANDO;-;LATINA;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;07
2021S002037;12/02/2021;10:24;CALL. VIA LIMITE / AVDA. ASTURIAS;-;TETUÁN;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;14
2021S002037;12/02/2021;10:24;CALL. VIA LIMITE / AVDA. ASTURIAS;-;TETUÁN;Colisión fronto-lateral;Despejado;Furgoneta;Conductor;DESCONOCIDA;;
2021S001969;12/02/2021;10:00;CALL. ALCALA / CALL. PRINCIPE DE VERGARA;-;SALAMANCA;Caída;Lluvia débil;Ciclomotor;Conductor;DE 30 A 34 AÑOS;Mujer;06
2021S001962;12/02/2021;9:50;CALL. JULIAN BESTEIRO;15;TETUÁN;Choque contra obstáculo fijo;Nublado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2021S002027;12/02/2021;9:45;CALL. DOCTOR ESQUERDO / CALL. IBIZA;-;RETIRO;Alcance;Nublado;Autobús;Conductor;DE 35 A 39 AÑOS;Hombre;
2021S002027;12/02/2021;9:45;CALL. DOCTOR ESQUERDO / CALL. IBIZA;-;RETIRO;Alcance;Nublado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;
2021S002027;12/02/2021;9:45;CALL. DOCTOR ESQUERDO / CALL. IBIZA;-;RETIRO;Alcance;Nublado;Turismo;Pasajero;DE 30 A 34 AÑOS;Hombre;
2021S001966;12/02/2021;9:35;CALL. FRANCISCO SILVELA / CALL. ALCANTARA;-;SALAMANCA;Caída;Despejado;Motocicleta hasta 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;
2021S001966;12/02/2021;9:35;CALL. FRANCISCO SILVELA / CALL. ALCANTARA;-;SALAMANCA;Caída;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2021S002038;12/02/2021;9:30;AVDA. ALBERTO ALCOCER / PASEO. LA HABANA;-;CHAMARTÍN;Caída;Lluvia débil;Motocicleta > 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;14
2021S002038;12/02/2021;9:30;AVDA. ALBERTO ALCOCER / PASEO. LA HABANA;-;CHAMARTÍN;Caída;Lluvia débil;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;
2021S001959;12/02/2021;9:15;CALL. ALCALA / CALL. SAN ROMUALDO;-;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14
2021S001959;12/02/2021;9:15;CALL. ALCALA / CALL. SAN ROMUALDO;-;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Mujer;14
2021S002034;12/02/2021;8:45;CALL. TAMBRE;14;CHAMARTÍN;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;14
2021S002034;12/02/2021;8:45;CALL. TAMBRE;14;CHAMARTÍN;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 50 A 54 AÑOS;Hombre;07
2021S002034;12/02/2021;8:45;CALL. TAMBRE;14;CHAMARTÍN;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14
2021S002147;12/02/2021;8:00;AVDA. GUADALAJARA / AVDA. CANILLEJAS A VICALVARO;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2021S002147;12/02/2021;8:00;AVDA. GUADALAJARA / AVDA. CANILLEJAS A VICALVARO;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;;Turismo;Conductor;DE 21 A 24 AÑOS;Mujer;
2021S002147;12/02/2021;8:00;AVDA. GUADALAJARA / AVDA. CANILLEJAS A VICALVARO;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;;Turismo;Pasajero;DE 50 A 54 AÑOS;Mujer;
2021S002100;12/02/2021;6:50;CALL. ARROYO DE POZUELO / CALL. GOLONDRINA;-;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Lluvia débil;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;
2021S002227;13/02/2021;23:33;ANTONIO ZAMORA - JAIME VERA;-;LATINA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 18 A 20 AÑOS;Mujer;
2021S002227;13/02/2021;23:33;ANTONIO ZAMORA - JAIME VERA;-;LATINA;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 45 A 49 AÑOS;Hombre;
2021S002080;13/02/2021;22:40;AVDA. CANILLEJAS A VICALVARO;64;SAN BLAS-CANILLEJAS;Colisión lateral;;Turismo;Conductor;DESCONOCIDA;;
2021S002080;13/02/2021;22:40;AVDA. CANILLEJAS A VICALVARO;64;SAN BLAS-CANILLEJAS;Colisión lateral;;Turismo;Conductor;DESCONOCIDA;;
2021S002104;13/02/2021;22:20;AUTOV. M-30, +00500E P.K. 5,500;-;CIUDAD LINEAL;Colisión múltiple;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;02
2021S002104;13/02/2021;22:20;AUTOV. M-30, +00500E P.K. 5,500;-;CIUDAD LINEAL;Colisión múltiple;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;02
2021S002104;13/02/2021;22:20;AUTOV. M-30, +00500E P.K. 5,500;-;CIUDAD LINEAL;Colisión múltiple;Despejado;Turismo;Pasajero;DE 10 A 14 AÑOS;Mujer;07
2021S002104;13/02/2021;22:20;AUTOV. M-30, +00500E P.K. 5,500;-;CIUDAD LINEAL;Colisión múltiple;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;07
2021S002104;13/02/2021;22:20;AUTOV. M-30, +00500E P.K. 5,500;-;CIUDAD LINEAL;Colisión múltiple;Despejado;Turismo;Pasajero;DE 35 A 39 AÑOS;Mujer;07
2021S002151;13/02/2021;22:10;CALL. ALFONSO XII / PASEO. INFANTA ISABEL;-;RETIRO;Alcance;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;
2021S002151;13/02/2021;22:10;CALL. ALFONSO XII / PASEO. INFANTA ISABEL;-;RETIRO;Alcance;Despejado;Turismo;Pasajero;DE 30 A 34 AÑOS;Mujer;
2021S002151;13/02/2021;22:10;CALL. ALFONSO XII / PASEO. INFANTA ISABEL;-;RETIRO;Alcance;Despejado;;Conductor;DESCONOCIDA;;
2021S002075;13/02/2021;21:55;CALL. GENOVA / PLAZA. COLON;-;CHAMBERÍ;Caída;Despejado;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;06
2021S002075;13/02/2021;21:55;CALL. GENOVA / PLAZA. COLON;-;CHAMBERÍ;Caída;Despejado;Motocicleta hasta 125cc;Pasajero;DE 25 A 29 AÑOS;Mujer;07
2021S002076;13/02/2021;21:45;CALL. SEVILLA;2;CENTRO;Alcance;;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;
2021S002076;13/02/2021;21:45;CALL. SEVILLA;2;CENTRO;Alcance;;Turismo;Pasajero;DE 35 A 39 AÑOS;Mujer;
2021S002076;13/02/2021;21:45;CALL. SEVILLA;2;CENTRO;Alcance;;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;
2021S002076;13/02/2021;21:45;CALL. SEVILLA;2;CENTRO;Alcance;;Motocicleta hasta 125cc;Conductor;DE 35 A 39 AÑOS;Hombre;
2021S002076;13/02/2021;21:45;CALL. SEVILLA;2;CENTRO;Alcance;;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;
2021S002073;13/02/2021;21:30;CALL. CEA BERMUDEZ / CALL. VALLEHERMOSO;-;CHAMBERÍ;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Mujer;
2021S002073;13/02/2021;21:30;CALL. CEA BERMUDEZ / CALL. VALLEHERMOSO;-;CHAMBERÍ;Alcance;Despejado;Turismo;Conductor;DE 18 A 20 AÑOS;Hombre;
2021S002069;13/02/2021;21:00;AUTOV. M-30, +PK 11.600 CALZADA 2;-;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;
2021S002069;13/02/2021;21:00;AUTOV. M-30, +PK 11.600 CALZADA 2;-;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;
2021S002069;13/02/2021;21:00;AUTOV. M-30, +PK 11.600 CALZADA 2;-;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Mujer;
2021S002071;13/02/2021;20:35;CALL. VALLEHERMOSO / CALL. JOAQUIN MARIA LOPEZ;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;14
2021S002071;13/02/2021;20:35;CALL. VALLEHERMOSO / CALL. JOAQUIN MARIA LOPEZ;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;14
2021S002410;13/02/2021;20:30;CALL. ANTONIO LOPEZ;249;USERA;Choque contra obstáculo fijo;Despejado;Motocicleta > 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;
2021S002070;13/02/2021;20:15;CALL. BELLATRIX;23;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Mujer;02
2021S002122;13/02/2021;20:05;CALL. SINESIO DELGADO / CALL. ANTONIO MACHADO;-;MONCLOA-ARAVACA;Caída;Despejado;Motocicleta hasta 125cc;Conductor;DE 50 A 54 AÑOS;Mujer;02
2021S002068;13/02/2021;19:50;CALL. JAVIER DE BURGOS;1;VILLA DE VALLECAS;Colisión lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;
2021S002068;13/02/2021;19:50;CALL. JAVIER DE BURGOS;1;VILLA DE VALLECAS;Colisión lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S002062;13/02/2021;19:30;AUTOV. M-30, +00800E 03TL94;-;MORATALAZ;Choque contra obstáculo fijo;;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;
2021S002067;13/02/2021;19:21;CALL. ESTAFETA;7;USERA;Colisión múltiple;Despejado;Furgoneta;Conductor;DE 40 A 44 AÑOS;Hombre;
2021S002067;13/02/2021;19:21;CALL. ESTAFETA;7;USERA;Colisión múltiple;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S002067;13/02/2021;19:21;CALL. ESTAFETA;7;USERA;Colisión múltiple;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S002067;13/02/2021;19:21;CALL. ESTAFETA;7;USERA;Colisión múltiple;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S002067;13/02/2021;19:21;CALL. ESTAFETA;7;USERA;Colisión múltiple;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S002116;13/02/2021;18:44;CALL. CANDILEJAS / CALL. TIEMPOS MODERNOS;-;PUENTE DE VALLECAS;Otro;Despejado;Turismo;Conductor;DE 18 A 20 AÑOS;Mujer;
2021S002116;13/02/2021;18:44;CALL. CANDILEJAS / CALL. TIEMPOS MODERNOS;-;PUENTE DE VALLECAS;Otro;Despejado;Turismo;Pasajero;DE 21 A 24 AÑOS;Hombre;
2021S002066;13/02/2021;18:35;CALL. MENDEZ ALVARO / CALL. CONVENIO;-;PUENTE DE VALLECAS;Alcance;Despejado;Furgoneta;Conductor;DESCONOCIDA;;
2021S002066;13/02/2021;18:35;CALL. MENDEZ ALVARO / CALL. CONVENIO;-;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;
2021S002065;13/02/2021;18:00;AVDA. POBLADOS / CALL. EUGENIA DE MONTIJO;-;CARABANCHEL;Otro;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;07
2021S002065;13/02/2021;18:00;AVDA. POBLADOS / CALL. EUGENIA DE MONTIJO;-;CARABANCHEL;Otro;Despejado;Turismo;Pasajero;DE 25 A 29 AÑOS;Mujer;14
2021S002055;13/02/2021;17:50;CALL. MIGUEL ANGEL;33;CHAMBERÍ;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;
2021S002055;13/02/2021;17:50;CALL. MIGUEL ANGEL;33;CHAMBERÍ;Colisión fronto-lateral;Despejado;Autobús;Conductor;DE 50 A 54 AÑOS;Hombre;
2021S002072;13/02/2021;17:30;AVDA. ARCENTALES / CALL. ESTOCOLMO;-;SAN BLAS-CANILLEJAS;Alcance;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Mujer;
2021S002072;13/02/2021;17:30;AVDA. ARCENTALES / CALL. ESTOCOLMO;-;SAN BLAS-CANILLEJAS;Alcance;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;
2021S002072;13/02/2021;17:30;AVDA. ARCENTALES / CALL. ESTOCOLMO;-;SAN BLAS-CANILLEJAS;Alcance;Despejado;Turismo;Pasajero;DE 21 A 24 AÑOS;Hombre;
2021S002052;13/02/2021;17:15;AVDA. POBLADOS;110;CARABANCHEL;Colisión múltiple;Despejado;Turismo;Conductor;DE 18 A 20 AÑOS;Hombre;14
2021S002052;13/02/2021;17:15;AVDA. POBLADOS;110;CARABANCHEL;Colisión múltiple;Despejado;Turismo;Pasajero;DE 18 A 20 AÑOS;Hombre;14
2021S002052;13/02/2021;17:15;AVDA. POBLADOS;110;CARABANCHEL;Colisión múltiple;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;07
2021S002052;13/02/2021;17:15;AVDA. POBLADOS;110;CARABANCHEL;Colisión múltiple;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S002052;13/02/2021;17:15;AVDA. POBLADOS;110;CARABANCHEL;Colisión múltiple;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S002052;13/02/2021;17:15;AVDA. POBLADOS;110;CARABANCHEL;Colisión múltiple;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S002052;13/02/2021;17:15;AVDA. POBLADOS;110;CARABANCHEL;Colisión múltiple;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S002054;13/02/2021;17:15;AVDA. MIGUEL HERNANDEZ;116;PUENTE DE VALLECAS;Alcance;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;01
2021S002054;13/02/2021;17:15;AVDA. MIGUEL HERNANDEZ;116;PUENTE DE VALLECAS;Alcance;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;14
2021S002059;13/02/2021;17:00;CALL. ACENTEJO;3;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;
2021S002059;13/02/2021;17:00;CALL. ACENTEJO;3;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 25 A 29 AÑOS;Hombre;
2021S002059;13/02/2021;17:00;CALL. ACENTEJO;3;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 25 A 29 AÑOS;Hombre;
2021S002059;13/02/2021;17:00;CALL. ACENTEJO;3;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Otros vehículos con motor;Conductor;DESCONOCIDA;;
2021S002059;13/02/2021;17:00;CALL. ACENTEJO;3;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;
2021S002050;13/02/2021;16:20;CALL. ANICETO MARINAS;74;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;07
2021S002050;13/02/2021;16:20;CALL. ANICETO MARINAS;74;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Peatón;DESCONOCIDA;Mujer;14
